frame,x,y,is_really_mir,selected_mir_type
43,584.6603192,327.5041039,1,0
43,584.5767376,339.1911152,0,0
43,586.7575925,629.5399555,1,1
43,588.9758749,399.2899363,0,1
43,589.3016016,642.9304814,0,1
43,595.1939432,388.2623906,0,1
43,602.0928613,642.1107948,0,1
43,611.88834,600.9320348,0,1
43,613.9308371,604.4939505,1,2
43,612.5624639,600.9320348,0,2
43,615.6394928,487.062532,0,2
43,620.5986939,323.1258286,1,2
43,621.6348483,106.9819728,0,2
43,621.8276028,469.3345005,0,0
43,623.5166393,479.7771046,1,2
43,626.6488728,849.1488378,0,2
43,627.0775425,369.6346575,0,2
43,628.6062356,348.2620956,1,0
43,628.4842275,360.3359031,0,0
43,639.8474024,862.0950805,0,0
43,640.925606,480.6402353,1,2
43,640.4412783,853.527717,1,2
43,644.3052167,77.64533824,0,2
43,652.7208828,774.3496268,1,0
43,654.2073949,723.4950043,0,2
43,653.092673,786.1162885,0,2
43,655.4774672,628.8682928,1,2
43,656.3582051,189.167397,0,2
43,658.0266568,588.5009305,0,2
43,659.438301,75.56071541,1,2
43,659.9766288,225.6655613,0,2
43,660.1034086,578.1840661,0,0
43,666.611949,506.3857987,0,0
43,674.7219689,561.3183909,0,0
43,675.5173534,396.5267352,1,0
43,675.6117458,407.2133653,0,0
43,677.7091447,1002.91003,1,1
43,680.485103,423.2620481,1,1
43,683.928645,505.7789737,1,2
43,695.042091,271.2208355,0,2
43,695.7382647,783.8630732,0,2
43,700.3667859,438.8589985,1,0
43,701.3470229,450.4979316,0,0
43,703.6120562,269.889545,0,2
43,704.9658119,251.5342673,0,0
43,705.0564471,262.6491008,0,2
43,708.2715892,453.8786354,0,2
43,713.1585455,405.0064792,1,1
43,713.1102757,463.1086071,0,1
43,715.5530202,472.8554112,1,0
43,716.9966212,543.0541133,0,2
43,715.7302417,561.1557909,0,2
43,716.6735415,484.3772084,0,2
43,718.1291785,658.4702333,1,2
43,718.5506943,388.8012873,1,2
43,718.6703127,395.9584566,0,2
43,723.6450917,381.6822847,0,2
43,724.5376824,722.3411381,0,2
43,724.4007299,909.2225978,0,2
43,725.3809734,258.9993635,0,2
43,726.4547648,140.8259536,1,2
43,727.246313,629.0937502,1,2
43,728.614332,387.2689789,0,2
43,728.7019995,423.245308,1,2
43,729.4524788,430.4147036,0,2
43,731.8504137,683.9416411,0,2
43,741.1798487,229.2873229,1,0
43,741.9838941,240.733962,0,0
43,744.9487709,167.0635512,0,0
43,744.128121,347.9809905,1,0
43,745.0138775,617.6505106,1,0
43,745.9023658,629.6971612,0,0
43,746.9048278,338.296978,0,0
43,746.5000991,686.9856434,1,2
43,747.7948515,695.177955,0,2
43,749.8846743,753.5707183,0,2
43,749.518138,997.9687462,0,0
43,750.348951,982.0661283,0,0
43,756.2902474,852.498517,0,0
43,759.7864616,50.08018142,0,0
43,759.199625,724.1554677,0,0
43,760.5243594,483.8073396,1,0
43,761.2996864,495.3730251,0,0
43,768.8211891,9.13621763,0,0
43,771.0433775,606.9103079,1,2
43,771.6652597,614.1550331,0,2
43,772.2292307,318.6384031,1,1
43,776.095043,545.3865962,1,0
43,777.0021016,881.0325646,0,0
43,777.2223747,558.0524531,0,0
43,777.7980873,869.476345,1,0
43,780.2463109,38.33805528,0,0
43,794.2212096,586.9532626,0,2
43,792.2144578,599.0738556,0,2
43,792.1486193,717.6950876,1,2
43,792.3628469,725.4533176,0,2
43,793.1040642,861.8403972,1,0
43,793.6727097,873.205096,0,0
43,796.2562588,89.30301345,0,2
43,796.8980165,514.8511735,1,0
43,797.5568486,526.9306247,0,0
43,800.7367249,844.5664078,0,0
43,803.9111566,648.5581103,0,0
43,804.0293415,972.561233,0,0
43,805.7919955,959.759128,0,0
43,811.9306415,16.12232658,0,0
43,816.6447212,814.7388815,0,0
43,820.5283727,705.0423894,1,2
43,823.8624871,878.354497,0,2
43,824.8339916,186.2433467,1,0
43,824.611164,198.6553326,0,0
43,832.0949538,540.4558052,1,2
43,833.7701991,414.3387243,1,2
43,835.5385117,433.7881932,1,2
43,837.7641431,448.7617723,0,2
43,844.5682528,532.3488628,0,2
43,843.3776462,545.7142273,0,2
43,844.1378132,331.7938382,0,2
43,848.2601908,517.1778838,0,2
43,850.8445047,781.9605406,0,0
43,851.1323449,781.9605406,0,0
43,851.3042528,788.4907079,0,0
43,862.9137733,486.6245045,0,0
43,863.859233,643.0175664,1,0
43,864.2188769,655.3431048,0,0
43,869.2252253,623.2953224,0,0
43,870.5308066,662.8221052,0,0
43,870.7801578,678.1148686,0,0
43,873.2164152,297.0375291,0,0
43,874.0782211,641.501304,0,0
43,887.7056913,102.6658223,1,2
43,888.8327134,262.320947,0,2
43,889.0605135,579.8949856,1,0
43,890.2147797,590.8752619,0,0
43,894.2487004,138.4689599,0,0
43,894.2830113,981.2258312,1,0
43,895.7282769,694.6476784,1,0
43,897.7371357,993.6015873,0,0
43,900.7288899,556.7831421,0,0
43,901.4934689,465.1493605,1,2
43,902.0390319,472.1310174,0,2
43,908.2129277,413.0717093,1,2
43,907.8865467,840.5429915,0,2
43,909.2143231,420.4254355,0,2
43,910.5935696,683.6843277,0,2
43,919.8876386,171.6928394,0,2
43,920.0789363,171.6928394,0,2
43,920.2449016,178.3150911,0,2
43,922.6752577,684.9130066,0,2
43,923.1368301,409.9649666,1,1
43,926.6180317,91.61998407,0,1
43,928.9518587,266.6206896,0,1
43,934.1337372,90.66467845,0,0
43,936.6101263,393.1065788,0,0
43,936.5075199,409.0062513,0,0
43,937.2270772,409.0062513,0,0
43,937.6965686,262.6936201,1,2
43,938.5018849,129.1015512,0,2
43,937.706144,415.650554,0,2
43,944.2467051,488.746226,0,2
43,945.0970929,638.2798701,0,2
43,947.3807377,339.772562,1,1
43,949.8598915,741.5179732,0,1
43,950.2092956,566.7258572,1,0
43,950.0612473,578.2024456,0,0
43,954.5481111,436.5835655,0,0
43,955.9862184,552.2984381,0,0
43,957.6689715,205.7504419,0,0
43,958.1901854,864.1492157,0,0
43,958.9291344,910.7931801,0,0
43,960.3547472,762.6294591,1,0
43,961.3592741,774.6414459,0,0
43,967.1376063,501.1191895,0,0
43,971.3777521,449.1088547,0,0
43,971.4486055,459.3601021,0,0
43,972.9552667,647.9556144,0,0
43,980.1265735,358.1298398,1,0
43,981.3827569,196.1030342,0,0
43,981.1922331,370.6706736,0,0
43,983.7092206,527.2810068,0,0
43,989.4090281,746.6512439,0,0
43,990.418641,45.21530099,1,2
43,991.4367212,52.38743436,0,2
43,998.6677075,438.7036597,1,2
43,999.0900737,470.0214507,0,2
43,1000.714845,482.093707,0,2
43,1005.358622,652.238601,0,2
43,1016.88647,337.2219233,1,2
43,1017.288993,344.5639237,0,2
49,5.048834627,482.4230892,0,1
49,7.757824689,818.3514346,0,1
49,7.941705187,493.4209798,0,1
49,12.97167348,965.9798753,0,1
49,14.21619052,603.628469,0,1
49,17.28797065,296.8089568,0,1
49,30.92988252,514.3207812,0,1
49,32.73678362,628.217384,0,1
49,33.64940317,639.4607393,0,1
49,36.44005887,704.2007496,0,1
49,37.32454644,977.2093657,0,2
49,39.94334528,245.1864828,0,2
49,39.47746086,1002.586913,0,1
49,44.90732033,624.3379165,0,0
49,49.30418176,641.5314582,0,0
49,50.34483115,413.909198,0,0
49,51.17456822,402.8246267,1,0
49,53.61595503,756.1362937,1,0
49,53.02921035,768.0794653,0,0
49,55.48184677,907.9117599,0,0
49,58.14656085,657.110668,1,1
49,58.8579368,81.09768417,0,1
49,59.12022875,634.1379338,0,1
49,59.27032169,648.6670955,0,0
49,65.04883968,59.20129951,0,0
49,68.42940881,507.3859986,0,0
49,70.93229769,294.0068941,0,0
49,74.63369229,764.9251252,0,0
49,84.73589335,828.1739131,0,0
49,89.9917171,965.4899865,0,0
49,98.65819787,462.7093841,1,0
49,98.09422004,475.3464112,0,0
49,100.2602321,570.4773224,0,0
49,105.6226398,412.4872234,1,2
49,110.2276204,185.5685538,0,2
49,110.8181034,313.3639653,0,2
49,111.0793914,175.0124643,1,0
49,124.8339263,539.0328404,1,0
49,124.6633183,550.3932151,0,0
49,126.3848559,817.2897009,0,0
49,130.7182306,601.2277714,0,0
49,131.5890152,589.8860512,1,0
49,136.9692355,731.1425201,0,0
49,143.8722415,321.2554191,1,0
49,143.6265485,333.7004675,0,0
49,145.5495705,227.8967728,0,0
49,145.7472299,663.1486687,1,0
49,145.9832047,674.7412068,0,0
49,145.6100489,876.3723854,1,2
49,146.4878296,209.5840285,0,2
49,154.6383519,546.8388788,0,2
49,155.8540714,141.3387355,1,0
49,156.0386334,806.6360421,0,0
49,161.1396625,963.5504963,0,0
49,162.1477954,596.0710525,0,0
49,164.3257417,973.4387749,0,0
49,168.5723309,287.6215278,0,0
49,168.438279,742.5940911,0,0
49,174.3942986,388.3888507,1,1
49,174.6438079,98.99313466,1,0
49,174.8511173,109.3419833,0,0
49,176.768651,388.3888507,0,0
49,175.7344672,80.09039106,1,0
49,175.5052453,91.65982876,0,0
49,175.5518138,619.0801232,0,0
49,176.7366377,799.6646188,0,0
49,179.2259408,388.3888507,0,0
49,181.4909535,388.68176,0,1
49,181.6323882,427.7026444,0,1
49,184.2456974,404.9626,0,1
49,185.5674231,124.1554099,0,1
49,185.0512754,381.8429795,0,1
49,186.3275232,514.6896825,1,2
49,187.3609963,499.4297679,0,2
49,188.2167066,138.5673656,1,0
49,192.2297614,670.1965001,0,0
49,192.2647472,861.3163627,1,2
49,193.8351388,611.116807,0,2
49,196.1545673,207.010104,1,0
49,196.1013071,218.3371412,0,0
49,197.734185,484.967088,0,0
49,211.6863129,817.6892484,0,0
49,212.8218693,852.4647407,0,0
49,218.2262797,863.5710635,0,0
49,219.6716613,245.2480095,0,0
49,229.635323,456.181436,0,0
49,230.3315044,757.2736302,0,0
49,234.1776569,625.2867096,0,0
49,236.7535655,398.8817213,1,2
49,239.6361673,22.74782314,1,1
49,244.7631336,751.6861773,0,1
49,247.0860695,462.6832443,0,1
49,257.4873297,381.9802843,0,1
49,258.8090054,561.1613558,0,1
49,259.0345271,415.7060583,1,2
49,259.7013675,627.2700447,0,2
49,259.3564004,752.86358,0,0
49,262.5279549,320.0458619,1,0
49,262.5103657,332.1407877,0,0
49,268.9341662,29.86706659,1,2
49,269.2180032,245.1951786,0,2
49,270.2335754,383.8111765,1,2
49,270.2059957,391.0473983,0,2
49,271.8682623,316.7365213,1,2
49,272.2552893,209.2237967,0,2
49,279.0718474,297.1198116,1,2
49,280.4153523,459.828286,0,2
49,280.2379371,704.8032131,1,0
49,280.8438118,716.564623,0,0
49,290.7636129,210.4961777,1,2
49,290.3657161,731.9738827,0,2
49,292.4795493,704.9914009,1,0
49,292.6653048,715.9546053,0,0
49,300.2350152,959.367079,0,0
49,296.5146081,361.1815151,1,0
49,297.9973461,609.9838318,1,2
49,300.0177862,332.6123368,1,0
49,300.1376657,343.8481899,0,0
49,302.5867738,142.6267501,1,0
49,302.8358899,154.5786624,0,0
49,302.9802888,966.4798453,0,0
49,305.9065804,648.0721032,0,0
49,309.4341612,172.7543072,0,0
49,311.2085222,245.018243,1,2
49,316.8216403,215.3398496,1,2
49,316.4058332,223.1181253,0,2
49,316.1547524,633.2738497,0,2
49,320.8083996,647.3039153,0,2
49,320.8658929,647.3039153,0,2
49,320.8211226,650.5564233,1,2
49,333.5087901,96.5601623,0,2
49,334.5113765,173.8033855,0,2
49,338.4384542,27.25335155,0,2
49,341.3723774,43.70104529,0,2
49,345.9088217,874.8285178,0,2
49,346.8411468,702.0753753,1,2
49,346.6739287,709.3704419,0,2
49,352.1519372,182.910782,1,0
49,352.1994255,194.5853094,0,0
49,352.6919658,921.7768304,0,0
49,354.3861493,665.2726427,1,0
49,354.5434115,677.1738073,0,0
49,356.1058917,152.109122,0,0
49,357.1957067,304.997381,0,0
49,359.4505491,703.6096427,1,0
49,359.3762271,715.0401616,0,0
49,361.1067542,412.9727842,0,0
49,368.3668206,685.6678742,0,0
49,373.3588864,286.8548565,0,0
49,377.9413667,979.3631501,1,0
49,381.8477909,372.7631203,0,2
49,382.7734036,383.9957162,0,2
49,384.5843578,579.0092089,1,2
49,386.1567285,830.0742721,0,2
49,385.9945589,587.3220746,0,2
49,387.7567009,325.3450494,1,0
49,388.2561026,336.7552437,0,0
49,390.0691601,764.0536619,0,0
49,395.6874493,472.0604133,1,2
49,406.7143644,559.2675646,1,0
49,407.6438103,571.5377359,0,0
49,411.6906991,224.753413,1,2
49,416.4601125,330.4351575,0,2
49,416.1133374,613.1023596,1,0
49,416.365637,624.6492043,0,0
49,420.1367729,665.9112897,1,0
49,420.5787554,678.6162319,0,0
49,422.0441899,790.2565729,0,0
49,424.2127438,151.996531,0,0
49,424.0314864,991.9973603,0,2
49,425.8690041,347.1252283,1,2
49,425.2228461,808.5190656,1,0
49,425.4368402,820.1033049,0,0
49,426.3253601,935.090781,1,0
49,426.8324755,947.1385051,0,0
49,429.7144495,372.0445212,1,0
49,429.9560358,383.3255448,0,0
49,433.3750496,340.0009978,0,0
49,432.9720192,939.0202325,1,0
49,433.9597982,950.863506,0,0
49,436.0571563,29.51517596,0,0
49,438.8294136,545.7013669,1,0
49,438.4660382,556.7474785,0,0
49,439.4881606,515.7185429,0,0
49,449.7336595,569.5698404,0,0
49,453.7926118,136.0125948,1,2
49,453.5938658,143.0454456,0,2
49,453.2263424,555.3766117,1,2
49,455.3270157,822.3674659,0,2
49,454.8567677,827.8862348,0,2
49,455.1153588,822.3674659,0,2
49,457.6364121,541.5249257,0,2
49,457.8216745,660.6927693,0,2
49,459.399547,162.0967946,0,2
49,462.2904549,123.4364389,0,2
49,473.1205491,9.126037974,0,2
49,488.6417534,501.1233953,1,2
49,492.4870727,639.8117027,1,0
49,492.9936865,651.7815952,0,0
49,493.6710869,728.0681199,1,0
49,494.4029522,589.0578694,0,0
49,494.0287702,739.0634042,0,0
49,502.5045326,264.7689665,0,0
49,507.3141748,436.1563757,0,0
49,506.653503,586.6733519,1,0
49,506.0414756,654.8834273,0,0
49,507.4788022,598.5847871,0,0
49,512.8929112,617.6223619,0,0
49,513.544342,834.7157778,0,0
49,514.5949801,357.5758639,1,2
49,514.0295782,826.9905552,1,2
49,515.2142517,364.8093106,0,2
49,517.7086173,923.323664,0,0
49,518.3173685,935.7229785,0,0
49,521.6331993,499.7024482,0,0
49,524.4911193,757.2868468,0,1
49,524.1982714,772.4987475,0,1
49,531.681864,23.2883575,0,1
49,536.2631116,725.6958818,1,2
49,537.9900388,51.94794929,0,2
49,537.3215802,895.0290555,0,2
49,541.8289895,518.3135764,0,2
49,542.5059866,155.0625274,1,2
49,542.9631537,162.6291657,0,2
49,554.5047661,292.8128028,1,0
49,555.4325626,304.3805261,0,0
49,554.9905186,731.001445,1,0
49,555.3113951,742.9014817,0,0
49,560.9798811,976.2092859,1,1
49,563.2590883,467.0195172,1,0
49,564.4380118,477.8262802,0,0
49,569.0958687,762.5046241,0,0
49,572.5560194,896.097362,1,2
49,579.6665664,70.58738507,0,2
49,580.5877483,405.9113382,1,2
49,580.7922374,900.5924052,0,2
49,581.8795932,412.8464293,0,2
49,584.1913367,84.87112776,1,0
49,584.3077781,97.47381723,0,0
49,586.629894,563.7063416,1,0
49,587.3211024,573.8026429,0,0
49,593.471817,306.347843,1,2
49,597.0678668,363.7369133,1,1
49,598.5913053,66.85104366,0,1
49,600.7020712,503.1471759,0,1
49,601.1772044,518.4586179,0,1
49,603.8875661,447.3000955,1,2
49,609.8597372,780.973074,1,0
49,609.9518737,792.915182,0,0
49,612.6423249,490.8731438,1,0
49,613.2639371,502.2404137,0,0
49,614.1102738,583.1677003,1,0
49,614.560316,595.1519121,0,0
49,615.9423031,413.3867116,0,0
49,618.4272137,547.6199405,1,2
49,622.3867512,664.9945979,0,2
49,629.5755828,572.5983182,0,2
49,636.7279866,653.8066658,1,2
49,637.6920745,481.1894449,1,0
49,637.7331786,492.2300932,0,0
49,644.0838058,976.9565555,0,0
49,648.654252,85.69523547,1,2
49,648.8839026,92.77297204,0,2
49,653.9796338,400.364578,0,0
49,656.0288705,416.8186667,0,0
49,656.9938957,716.6599665,1,2
49,657.2946473,723.9642387,0,2
49,661.6805828,862.2419011,0,2
49,662.1519688,867.8672672,0,2
49,662.5177685,542.0973421,0,2
49,661.3140006,862.2419011,0,2
49,664.5877481,879.8906963,0,2
49,664.3646522,974.0486394,1,2
49,664.9606273,981.2293625,0,2
49,676.5095498,984.0645817,1,2
49,680.1429121,485.886161,0,2
49,680.6065509,549.3990417,1,2
49,681.0262304,661.3616884,0,2
49,686.0688853,445.2484511,0,2
49,686.2591665,456.4235359,0,2
49,686.3076535,997.8590519,0,2
49,688.164788,791.2931206,0,2
49,689.046922,213.9365491,1,2
49,689.3228455,221.1160104,0,2
49,690.7151682,917.3228924,0,2
49,691.2827178,395.2036503,0,2
49,691.7748237,463.9443774,0,2
49,691.4760033,775.7436472,0,2
49,697.3230775,236.400975,0,2
49,696.370316,669.5298521,0,2
49,698.2932838,132.8831867,0,2
49,699.5027822,252.0245466,0,2
49,703.5462813,860.9458554,1,2
49,705.7895025,361.5172991,0,2
49,709.3281693,522.6421792,1,2
49,720.1956519,200.8493826,0,2
49,725.4678369,9.699060427,0,2
49,728.4461832,278.9166816,1,2
49,729.2927517,324.0808637,1,1
49,731.0644479,342.2356438,0,1
49,737.8061437,149.1885476,1,2
49,742.2630533,330.0182139,0,2
49,741.9351962,339.621807,0,2
49,744.2616292,437.7703636,0,2
49,746.3696211,18.21533074,0,2
49,746.3339054,28.60707953,0,2
49,754.1737444,381.3934855,0,1
49,754.449304,15.87157361,0,1
49,755.6628555,564.9295313,0,1
49,757.9889069,209.2322216,1,1
49,758.2469961,77.43849475,0,2
49,760.9244295,992.4565679,0,2
49,761.7605405,978.8211151,0,0
49,767.7527974,934.9026715,1,2
49,769.1069911,883.0728888,1,0
49,770.3284641,894.3143011,0,0
49,771.7871765,157.5303865,0,0
49,773.095823,167.7678912,0,0
49,786.4908991,888.5816558,0,0
49,787.009065,875.8811882,1,0
49,788.6847731,243.5196434,0,0
49,792.0322348,735.3372598,0,0
49,796.0815821,500.0900124,1,2
49,799.0394753,224.8504312,1,0
49,799.5138885,234.7030723,0,0
49,798.9946662,250.2847064,0,0
49,799.865725,436.3281076,0,2
49,799.9546466,650.4613448,1,0
49,800.4658899,662.7780658,0,0
49,802.6280837,445.0272057,0,0
49,811.996944,707.6082023,1,2
49,812.2314717,220.1303616,1,1
49,813.6790487,716.9487141,0,1
49,816.2201354,139.4587266,1,2
49,821.7424146,397.1458779,1,2
49,823.9028035,995.2836609,0,2
49,824.919512,569.2976534,0,0
49,825.8537965,578.3160763,0,0
49,825.3072858,971.8071293,1,0
49,825.8194437,984.240044,0,0
49,827.9319815,218.3522932,0,0
49,828.8585357,626.8125951,0,0
49,829.5071398,619.7692215,0,1
49,830.7454938,1000.581018,1,2
49,831.9324034,788.6968837,0,2
49,840.4551712,290.5673361,0,2
49,844.7047795,101.7616166,1,0
49,844.8595622,112.6585387,0,0
49,845.2777574,652.8441917,0,0
49,845.232705,679.7321443,1,1
49,849.5085733,629.579657,0,1
49,852.8537342,118.0705182,1,2
49,855.2262754,269.7782998,0,2
49,855.8518808,927.484642,0,2
49,857.4865786,177.0887909,0,2
49,861.4475905,415.9162499,1,0
49,864.4154482,128.908966,0,0
49,864.9919594,315.4847358,0,0
49,867.9120793,327.0979237,0,0
49,867.3518156,823.1845786,0,0
49,871.774112,314.6136932,0,0
49,869.1696475,321.4903732,0,0
49,872.0273522,546.930149,0,0
49,871.1834812,833.301186,0,0
